Date,Open,High,Low,Close,Adj Close,Volume
2024-01-11,48.130001068115234,50.18000030517578,46.11800003051758,46.529998779296875,46.529998779296875,964400
2024-01-12,46.20000076293945,46.290000915527344,43.41999816894531,43.86000061035156,43.86000061035156,1040000
2024-01-16,43.02000045776367,43.4900016784668,42.207000732421875,43.41999816894531,43.41999816894531,862100
2024-01-17,42.720001220703125,42.90999984741211,42.290000915527344,42.810001373291016,42.810001373291016,908800
2024-01-18,42.68000030517578,42.82600021362305,40.650001525878906,40.849998474121094,40.849998474121094,1648900
2024-01-19,41.18000030517578,42.0880012512207,40.29999923706055,41.564998626708984,41.564998626708984,1742400
2024-01-22,40.68000030517578,40.81999969482422,39.38999938964844,40.20000076293945,40.20000076293945,211000
2024-01-23,38.84000015258789,39.59000015258789,38.560001373291016,39.16999816894531,39.16999816894531,123900
2024-01-24,40.0,40.189998626708984,39.5099983215332,39.560001373291016,39.560001373291016,56900
2024-01-25,40.040000915527344,40.060001373291016,39.52000045776367,39.779998779296875,39.779998779296875,152800
2024-01-26,41.189998626708984,42.189998626708984,41.11000061035156,41.97999954223633,41.97999954223633,289100
2024-01-29,42.02000045776367,43.310001373291016,41.79999923706055,43.150001525878906,43.150001525878906,332300
2024-01-30,43.439998626708984,43.7400016784668,43.2400016784668,43.56999969482422,43.56999969482422,923300
2024-01-31,42.689998626708984,43.7400016784668,42.4900016784668,42.4900016784668,42.4900016784668,316500
2024-02-01,42.380001068115234,43.2599983215332,42.34000015258789,43.02000045776367,43.02000045776367,328800
2024-02-02,42.720001220703125,43.459999084472656,42.66999816894531,42.95000076293945,42.95000076293945,552800
2024-02-05,43.439998626708984,43.439998626708984,42.279998779296875,42.38999938964844,42.38999938964844,273400
2024-02-06,42.970001220703125,43.38999938964844,42.84000015258789,43.130001068115234,43.130001068115234,368300
2024-02-07,43.18000030517578,44.279998779296875,42.91999816894531,44.18000030517578,44.18000030517578,495400
2024-02-08,45.130001068115234,45.62099838256836,44.999000549316406,45.59000015258789,45.59000015258789,392100
2024-02-09,47.029998779296875,48.27000045776367,46.85900115966797,47.59000015258789,47.59000015258789,827000
2024-02-12,48.27000045776367,50.41999816894531,48.18899917602539,50.27000045776367,50.27000045776367,661000
2024-02-13,49.130001068115234,49.529998779296875,48.43000030517578,49.4900016784668,49.4900016784668,152600
2024-02-14,51.869998931884766,52.150001525878906,51.33100128173828,51.790000915527344,51.790000915527344,1078200
2024-02-15,52.560001373291016,52.900001525878906,51.7400016784668,51.83000183105469,51.83000183105469,170500
2024-02-16,52.33000183105469,52.49800109863281,51.63999938964844,51.95000076293945,51.95000076293945,218700
2024-02-20,52.36000061035156,52.400001525878906,50.790000915527344,52.0099983215332,52.0099983215332,595300
2024-02-21,50.970001220703125,51.459999084472656,50.70000076293945,51.0,51.0,647000
